學年度,學校類別,學校代碼,學校名稱,等級別,原住民在學數,全體在學數,原住民佔比
111,大專校院,1019,高雄醫學大學,學士班,100,5274.0,0.01896
111,大專校院,1019,高雄醫學大學,碩士班,15,931.0,0.01611
111,大專校院,1020,南華大學,二專,0,,
111,大專校院,1020,南華大學,五專,0,,
111,大專校院,1020,南華大學,博士班,0,47.0,0.0
111,大專校院,1020,南華大學,學士班,66,4232.0,0.0156
111,大專校院,1020,南華大學,碩士班,14,857.0,0.01634
111,大專校院,1021,真理大學,二專,0,,
111,大專校院,1021,真理大學,五專,0,,
111,大專校院,1021,真理大學,博士班,0,,
111,大專校院,1021,真理大學,學士班,63,4176.0,0.01509
111,大專校院,1021,真理大學,碩士班,4,138.0,0.02899
111,大專校院,1022,大同大學,二專,0,,
111,大專校院,1022,大同大學,五專,0,,
111,大專校院,1022,大同大學,博士班,1,95.0,0.01053
111,大專校院,1022,大同大學,學士班,19,3351.0,0.00567
111,大專校院,1022,大同大學,碩士班,1,372.0,0.00269
111,大專校院,1023,南臺科技大學,二專,0,,
111,大專校院,1023,南臺科技大學,五專,3,414.0,0.00725
111,大專校院,1023,南臺科技大學,博士班,0,79.0,0.0
111,大專校院,1023,南臺科技大學,學士班,182,14551.0,0.01251
111,大專校院,1023,南臺科技大學,碩士班,5,1062.0,0.00471
111,大專校院,1024,崑山科技大學,二專,0,13.0,0.0
111,大專校院,1024,崑山科技大學,五專,0,,
111,大專校院,1024,崑山科技大學,博士班,0,30.0,0.0
111,大專校院,1024,崑山科技大學,學士班,125,8754.0,0.01428
111,大專校院,1024,崑山科技大學,碩士班,4,479.0,0.00835
111,大專校院,1025,嘉南藥理大學,二專,0,,
111,大專校院,1025,嘉南藥理大學,五專,0,112.0,0.0
111,大專校院,1025,嘉南藥理大學,博士班,0,,
111,大專校院,1025,嘉南藥理大學,學士班,176,10148.0,0.01734
111,大專校院,1025,嘉南藥理大學,碩士班,6,356.0,0.01685
111,大專校院,1026,樹德科技大學,二專,7,308.0,0.02273
111,大專校院,1026,樹德科技大學,五專,0,,
111,大專校院,1026,樹德科技大學,博士班,0,33.0,0.0
111,大專校院,1026,樹德科技大學,學士班,240,8234.0,0.02915
111,大專校院,1026,樹德科技大學,碩士班,8,556.0,0.01439
111,大專校院,1027,慈濟大學,二專,0,,
111,大專校院,1027,慈濟大學,五專,0,,
111,大專校院,1027,慈濟大學,博士班,5,97.0,0.05155
111,大專校院,1027,慈濟大學,學士班,87,2558.0,0.03401
111,大專校院,1027,慈濟大學,碩士班,27,402.0,0.06716
111,大專校院,1028,臺北醫學大學,二專,0,,
111,大專校院,1028,臺北醫學大學,五專,0,,
111,大專校院,1028,臺北醫學大學,博士班,0,612.0,0.0
111,大專校院,1028,臺北醫學大學,學士班,52,4543.0,0.01145
111,大專校院,1028,臺北醫學大學,碩士班,0,999.0,0.0
111,大專校院,1029,中山醫學大學,二專,0,,
111,大專校院,1029,中山醫學大學,五專,0,,
111,大專校院,1029,中山醫學大學,博士班,0,181.0,0.0
111,大專校院,1029,中山醫學大學,學士班,154,6096.0,0.02526
111,大專校院,1029,中山醫學大學,碩士班,13,705.0,0.01844
111,大專校院,1030,龍華科技大學,二專,0,,
111,大專校院,1030,龍華科技大學,五專,4,823.0,0.00486
111,大專校院,1030,龍華科技大學,博士班,0,,
111,大專校院,1030,龍華科技大學,學士班,139,10416.0,0.01334
111,大專校院,1030,龍華科技大學,碩士班,3,481.0,0.00624
111,大專校院,1031,輔英科技大學,二專,0,,
111,大專校院,1031,輔英科技大學,五專,131,2652.0,0.0494
111,大專校院,1031,輔英科技大學,博士班,0,,
111,大專校院,1031,輔英科技大學,學士班,152,6213.0,0.02446
111,大專校院,1031,輔英科技大學,碩士班,3,233.0,0.01288
111,大專校院,1032,明新科技大學,二專,7,230.0,0.03043
111,大專校院,1032,明新科技大學,五專,0,,
111,大專校院,1032,明新科技大學,博士班,0,,
111,大專校院,1032,明新科技大學,學士班,260,9679.0,0.02686
111,大專校院,1032,明新科技大學,碩士班,27,647.0,0.04173
111,大專校院,1033,長榮大學,二專,0,,
111,大專校院,1033,長榮大學,五專,0,,
111,大專校院,1033,長榮大學,博士班,3,50.0,0.06
111,大專校院,1033,長榮大學,學士班,95,6393.0,0.01486
111,大專校院,1033,長榮大學,碩士班,11,340.0,0.03235
111,大專校院,1034,弘光科技大學,二專,5,133.0,0.03759
111,大專校院,1034,弘光科技大學,五專,14,266.0,0.05263
111,大專校院,1034,弘光科技大學,博士班,2,15.0,0.13333
111,大專校院,1034,弘光科技大學,學士班,179,11406.0,0.01569
111,大專校院,1034,弘光科技大學,碩士班,8,286.0,0.02797
111,大專校院,1035,中國醫藥大學,二專,0,,
111,大專校院,1035,中國醫藥大學,五專,0,,
111,大專校院,1035,中國醫藥大學,博士班,1,412.0,0.00243
111,大專校院,1035,中國醫藥大學,學士班,186,6304.0,0.02951
111,大專校院,1035,中國醫藥大學,碩士班,9,584.0,0.01541
111,大專校院,1036,健行科技大學,二專,0,,
111,大專校院,1036,健行科技大學,五專,0,,
111,大專校院,1036,健行科技大學,博士班,0,,
111,大專校院,1036,健行科技大學,學士班,303,9709.0,0.03121
111,大專校院,1036,健行科技大學,碩士班,15,383.0,0.03916
111,大專校院,1037,正修科技大學,二專,27,827.0,0.03265
111,大專校院,1037,正修科技大學,五專,4,340.0,0.01176
111,大專校院,1037,正修科技大學,博士班,0,14.0,0.0
111,大專校院,1037,正修科技大學,學士班,354,15004.0,0.02359
111,大專校院,1037,正修科技大學,碩士班,14,582.0,0.02405
111,大專校院,1038,萬能科技大學,二專,1,6.0,0.16667
111,大專校院,1038,萬能科技大學,五專,0,,
111,大專校院,1038,萬能科技大學,博士班,0,,
111,大專校院,1038,萬能科技大學,學士班,360,7924.0,0.04543
111,大專校院,1038,萬能科技大學,碩士班,12,293.0,0.04096
111,大專校院,1039,玄奘大學,二專,0,,
111,大專校院,1039,玄奘大學,五專,0,,
111,大專校院,1039,玄奘大學,博士班,0,,
111,大專校院,1039,玄奘大學,學士班,36,1395.0,0.02581
111,大專校院,1039,玄奘大學,碩士班,9,410.0,0.02195
111,大專校院,1040,建國科技大學,二專,1,57.0,0.01754
111,大專校院,1040,建國科技大學,五專,0,,
111,大專校院,1040,建國科技大學,博士班,0,,
111,大專校院,1040,建國科技大學,學士班,42,4607.0,0.00912
111,大專校院,1040,建國科技大學,碩士班,2,132.0,0.01515
111,大專校院,1041,明志科技大學,二專,0,,
111,大專校院,1041,明志科技大學,五專,0,,
111,大專校院,1041,明志科技大學,博士班,0,47.0,0.0
111,大專校院,1041,明志科技大學,學士班,37,3796.0,0.00975
111,大專校院,1041,明志科技大學,碩士班,2,501.0,0.00399
111,大專校院,1042,高苑科技大學,二專,0,59.0,0.0
111,大專校院,1042,高苑科技大學,五專,0,8.0,0.0
111,大專校院,1042,高苑科技大學,博士班,0,,
111,大專校院,1042,高苑科技大學,學士班,41,1838.0,0.02231
111,大專校院,1042,高苑科技大學,碩士班,0,200.0,0.0
111,大專校院,1043,大仁科技大學,二專,22,89.0,0.24719
111,大專校院,1043,大仁科技大學,五專,0,,
111,大專校院,1043,大仁科技大學,博士班,0,,
111,大專校院,1043,大仁科技大學,學士班,523,4209.0,0.12426
111,大專校院,1043,大仁科技大學,碩士班,30,224.0,0.13393
111,大專校院,1044,聖約翰科技大學,二專,0,49.0,0.0
111,大專校院,1044,聖約翰科技大學,五專,5,98.0,0.05102
111,大專校院,1044,聖約翰科技大學,博士班,0,,
111,大專校院,1044,聖約翰科技大學,學士班,34,832.0,0.04087
111,大專校院,1044,聖約翰科技大學,碩士班,2,140.0,0.01429
111,大專校院,1045,嶺東科技大學,二專,0,,
111,大專校院,1045,嶺東科技大學,五專,0,,
111,大專校院,1045,嶺東科技大學,博士班,0,,
111,大專校院,1045,嶺東科技大學,學士班,168,9093.0,0.01848
111,大專校院,1045,嶺東科技大學,碩士班,10,373.0,0.02681
111,大專校院,1046,中國科技大學,二專,6,307.0,0.01954
111,大專校院,1046,中國科技大學,五專,0,,
111,大專校院,1046,中國科技大學,博士班,0,,
111,大專校院,1046,中國科技大學,學士班,119,7066.0,0.01684
111,大專校院,1046,中國科技大學,碩士班,7,245.0,0.02857
111,大專校院,1047,中臺科技大學,二專,0,14.0,0.0
111,大專校院,1047,中臺科技大學,五專,0,,
111,大專校院,1047,中臺科技大學,博士班,0,8.0,0.0
111,大專校院,1047,中臺科技大學,學士班,141,6509.0,0.02166
111,大專校院,1047,中臺科技大學,碩士班,7,390.0,0.01795
111,大專校院,1048,亞洲大學,二專,0,,
111,大專校院,1048,亞洲大學,五專,0,,
111,大專校院,1048,亞洲大學,博士班,3,230.0,0.01304
111,大專校院,1048,亞洲大學,學士班,138,9632.0,0.01433
111,大專校院,1048,亞洲大學,碩士班,31,1051.0,0.0295
111,大專校院,1049,開南大學,二專,0,,
111,大專校院,1049,開南大學,五專,0,,
111,大專校院,1049,開南大學,博士班,0,,
111,大專校院,1049,開南大學,學士班,173,4251.0,0.0407
111,大專校院,1049,開南大學,碩士班,29,527.0,0.05503
111,大專校院,1050,佛光大學,二專,0,,
111,大專校院,1050,佛光大學,五專,0,,
111,大專校院,1050,佛光大學,博士班,1,64.0,0.01562
111,大專校院,1050,佛光大學,學士班,41,2469.0,0.01661
111,大專校院,1050,佛光大學,碩士班,17,535.0,0.03178
111,大專校院,1051,台南應用科技大學,二專,0,,
111,大專校院,1051,台南應用科技大學,五專,21,902.0,0.02328
111,大專校院,1051,台南應用科技大學,博士班,0,,
111,大專校院,1051,台南應用科技大學,學士班,185,9620.0,0.01923
111,大專校院,1051,台南應用科技大學,碩士班,4,198.0,0.0202
111,大專校院,1052,遠東科技大學,二專,2,193.0,0.01036
111,大專校院,1052,遠東科技大學,五專,0,,
111,大專校院,1052,遠東科技大學,博士班,0,,
111,大專校院,1052,遠東科技大學,學士班,82,2473.0,0.03316
111,大專校院,1052,遠東科技大學,碩士班,3,266.0,0.01128
111,大專校院,1053,元培醫事科技大學,二專,0,,
111,大專校院,1053,元培醫事科技大學,五專,0,,
111,大專校院,1053,元培醫事科技大學,博士班,0,2.0,0.0
111,大專校院,1053,元培醫事科技大學,學士班,100,4772.0,0.02096
111,大專校院,1053,元培醫事科技大學,碩士班,4,286.0,0.01399
111,大專校院,1054,景文科技大學,二專,4,79.0,0.05063
111,大專校院,1054,景文科技大學,五專,0,,
111,大專校院,1054,景文科技大學,博士班,0,,
111,大專校院,1054,景文科技大學,學士班,113,5199.0,0.02173
111,大專校院,1054,景文科技大學,碩士班,0,64.0,0.0
111,大專校院,1055,中華醫事科技大學,二專,0,77.0,0.0
111,大專校院,1055,中華醫事科技大學,五專,57,3110.0,0.01833
111,大專校院,1055,中華醫事科技大學,博士班,0,,
111,大專校院,1055,中華醫事科技大學,學士班,74,4608.0,0.01606
111,大專校院,1055,中華醫事科技大學,碩士班,2,123.0,0.01626
111,大專校院,1056,東南科技大學,二專,0,,
111,大專校院,1056,東南科技大學,五專,0,,
111,大專校院,1056,東南科技大學,博士班,0,,
111,大專校院,1056,東南科技大學,學士班,118,4185.0,0.0282
111,大專校院,1056,東南科技大學,碩士班,5,191.0,0.02618
111,大專校院,1057,德明財經科技大學,二專,0,,
111,大專校院,1057,德明財經科技大學,五專,0,,
111,大專校院,1057,德明財經科技大學,博士班,0,,
111,大專校院,1057,德明財經科技大學,學士班,76,6358.0,0.01195
111,大專校院,1057,德明財經科技大學,碩士班,1,67.0,0.01493
111,大專校院,1058,明道大學,二專,0,,
111,大專校院,1058,明道大學,五專,0,,
111,大專校院,1058,明道大學,博士班,0,30.0,0.0
111,大專校院,1058,明道大學,學士班,17,1161.0,0.01464
111,大專校院,1058,明道大學,碩士班,1,185.0,0.00541
111,大專校院,1060,南開科技大學,二專,2,53.0,0.03774
111,大專校院,1060,南開科技大學,五專,2,341.0,0.00587
111,大專校院,1060,南開科技大學,博士班,0,,
111,大專校院,1060,南開科技大學,學士班,69,2266.0,0.03045
111,大專校院,1060,南開科技大學,碩士班,8,124.0,0.06452
111,大專校院,1061,中華科技大學,二專,4,121.0,0.03306
111,大專校院,1061,中華科技大學,五專,0,,
111,大專校院,1061,中華科技大學,博士班,0,,
111,大專校院,1061,中華科技大學,學士班,67,3470.0,0.01931
111,大專校院,1061,中華科技大學,碩士班,8,295.0,0.02712
111,大專校院,1062,僑光科技大學,二專,0,,
111,大專校院,1062,僑光科技大學,五專,0,,
111,大專校院,1062,僑光科技大學,博士班,0,,
111,大專校院,1062,僑光科技大學,學士班,123,8813.0,0.01396
111,大專校院,1062,僑光科技大學,碩士班,2,87.0,0.02299
111,大專校院,1063,育達科技大學,二專,0,,
111,大專校院,1063,育達科技大學,五專,0,,
111,大專校院,1063,育達科技大學,博士班,0,,
111,大專校院,1063,育達科技大學,學士班,95,3109.0,0.03056
111,大專校院,1063,育達科技大學,碩士班,9,325.0,0.02769
111,大專校院,1064,美和科技大學,二專,19,109.0,0.17431
111,大專校院,1064,美和科技大學,五專,196,1625.0,0.12062
111,大專校院,1064,美和科技大學,博士班,0,,
111,大專校院,1064,美和科技大學,學士班,487,3420.0,0.1424
111,大專校院,1064,美和科技大學,碩士班,43,348.0,0.12356
111,大專校院,1065,吳鳳科技大學,二專,8,206.0,0.03883
111,大專校院,1065,吳鳳科技大學,五專,0,,
111,大專校院,1065,吳鳳科技大學,博士班,0,,
111,大專校院,1065,吳鳳科技大學,學士班,71,4024.0,0.01764
111,大專校院,1065,吳鳳科技大學,碩士班,0,111.0,0.0
111,大專校院,1066,環球科技大學,二專,14,104.0,0.13462
111,大專校院,1066,環球科技大學,五專,0,,
111,大專校院,1066,環球科技大學,博士班,0,,
111,大專校院,1066,環球科技大學,學士班,83,1844.0,0.04501
111,大專校院,1066,環球科技大學,碩士班,49,163.0,0.30061
111,大專校院,1067,台灣首府大學,二專,0,,
111,大專校院,1067,台灣首府大學,五專,0,,
111,大專校院,1067,台灣首府大學,博士班,0,,
111,大專校院,1067,台灣首府大學,學士班,4,304.0,0.01316
111,大專校院,1067,台灣首府大學,碩士班,0,33.0,0.0
111,大專校院,1068,中州科技大學,二專,0,30.0,0.0
111,大專校院,1068,中州科技大學,五專,0,,
111,大專校院,1068,中州科技大學,博士班,0,,
111,大專校院,1068,中州科技大學,學士班,9,872.0,0.01032
111,大專校院,1068,中州科技大學,碩士班,0,5.0,0.0
111,大專校院,1069,修平科技大學,二專,0,2.0,0.0
111,大專校院,1069,修平科技大學,五專,0,,
111,大專校院,1069,修平科技大學,博士班,0,,
111,大專校院,1069,修平科技大學,學士班,70,4258.0,0.01644
111,大專校院,1069,修平科技大學,碩士班,4,151.0,0.02649
111,大專校院,1070,長庚科技大學,二專,0,,
111,大專校院,1070,長庚科技大學,五專,0,,
111,大專校院,1070,長庚科技大學,博士班,0,,
111,大專校院,1070,長庚科技大學,學士班,112,6040.0,0.01854
111,大專校院,1070,長庚科技大學,碩士班,3,231.0,0.01299
111,大專校院,1071,臺北城市科技大學,二專,7,361.0,0.01939
111,大專校院,1071,臺北城市科技大學,五專,22,838.0,0.02625
111,大專校院,1071,臺北城市科技大學,博士班,0,,
111,大專校院,1071,臺北城市科技大學,學士班,251,7698.0,0.03261
111,大專校院,1071,臺北城市科技大學,碩士班,5,88.0,0.05682
111,大專校院,1072,敏實科技大學,二專,0,,
111,大專校院,1072,敏實科技大學,五專,2,114.0,0.01754
111,大專校院,1072,敏實科技大學,博士班,0,,
111,大專校院,1072,敏實科技大學,學士班,28,449.0,0.06236
111,大專校院,1072,敏實科技大學,碩士班,0,,
111,大專校院,1073,醒吾科技大學,二專,3,72.0,0.04167
111,大專校院,1073,醒吾科技大學,五專,4,241.0,0.0166
111,大專校院,1073,醒吾科技大學,博士班,0,,
111,大專校院,1073,醒吾科技大學,學士班,232,6231.0,0.03723
111,大專校院,1073,醒吾科技大學,碩士班,22,143.0,0.15385
111,大專校院,1075,文藻外語大學,二專,0,,
111,大專校院,1075,文藻外語大學,五專,45,1785.0,0.02521
111,大專校院,1075,文藻外語大學,博士班,0,,
111,大專校院,1075,文藻外語大學,學士班,82,5867.0,0.01398
111,大專校院,1075,文藻外語大學,碩士班,0,278.0,0.0
111,大專校院,1076,華夏科技大學,二專,2,36.0,0.05556
111,大專校院,1076,華夏科技大學,五專,1,517.0,0.00193
111,大專校院,1076,華夏科技大學,博士班,0,,
111,大專校院,1076,華夏科技大學,學士班,48,2182.0,0.022
111,大專校院,1076,華夏科技大學,碩士班,2,82.0,0.02439
111,大專校院,1077,慈濟科技大學,二專,2,23.0,0.08696
111,大專校院,1077,慈濟科技大學,五專,546,1300.0,0.42
111,大專校院,1077,慈濟科技大學,博士班,0,,
111,大專校院,1077,慈濟科技大學,學士班,241,1619.0,0.14886
111,大專校院,1077,慈濟科技大學,碩士班,15,80.0,0.1875
111,大專校院,1078,致理科技大學,二專,0,,
111,大專校院,1078,致理科技大學,五專,20,1576.0,0.01269
111,大專校院,1078,致理科技大學,博士班,0,,
111,大專校院,1078,致理科技大學,學士班,144,9656.0,0.01491
111,大專校院,1078,致理科技大學,碩士班,2,94.0,0.02128
111,大專校院,1079,康寧大學,二專,5,177.0,0.02825
111,大專校院,1079,康寧大學,五專,50,2635.0,0.01898
111,大專校院,1079,康寧大學,博士班,0,,
111,大專校院,1079,康寧大學,學士班,4,371.0,0.01078
111,大專校院,1079,康寧大學,碩士班,0,9.0,0.0
111,大專校院,1080,宏國德霖科技大學,二專,0,,
111,大專校院,1080,宏國德霖科技大學,五專,21,1107.0,0.01897
111,大專校院,1080,宏國德霖科技大學,博士班,0,,
111,大專校院,1080,宏國德霖科技大學,學士班,67,3526.0,0.019
111,大專校院,1080,宏國德霖科技大學,碩士班,0,56.0,0.0
111,大專校院,1081,東方設計大學,二專,3,48.0,0.0625
111,大專校院,1081,東方設計大學,五專,7,290.0,0.02414
111,大專校院,1081,東方設計大學,博士班,0,26.0,0.0
111,大專校院,1081,東方設計大學,學士班,17,498.0,0.03414
111,大專校院,1081,東方設計大學,碩士班,1,88.0,0.01136
111,大專校院,1082,崇右影藝科技大學,二專,0,2.0,0.0
111,大專校院,1082,崇右影藝科技大學,五專,0,,
111,大專校院,1082,崇右影藝科技大學,博士班,0,,
111,大專校院,1082,崇右影藝科技大學,學士班,251,1318.0,0.19044
111,大專校院,1082,崇右影藝科技大學,碩士班,2,44.0,0.04545
111,大專校院,1083,台北海洋科技大學,二專,10,154.0,0.06494
111,大專校院,1083,台北海洋科技大學,五專,25,607.0,0.04119
111,大專校院,1083,台北海洋科技大學,博士班,0,,
111,大專校院,1083,台北海洋科技大學,學士班,112,3103.0,0.03609
111,大專校院,1083,台北海洋科技大學,碩士班,2,143.0,0.01399
111,大專校院,1084,亞東科技大學,二專,0,,
111,大專校院,1084,亞東科技大學,五專,0,,
111,大專校院,1084,亞東科技大學,博士班,0,,
111,大專校院,1084,亞東科技大學,學士班,61,3868.0,0.01577
111,大專校院,1084,亞東科技大學,碩士班,0,53.0,0.0
111,大專校院,1125,中信金融管理學院,二專,0,,
111,大專校院,1125,中信金融管理學院,五專,0,,
111,大專校院,1125,中信金融管理學院,博士班,0,,
111,大專校院,1125,中信金融管理學院,學士班,43,776.0,0.05541
111,大專校院,1125,中信金融管理學院,碩士班,1,149.0,0.00671
111,大專校院,1148,大漢技術學院,二專,36,92.0,0.3913
111,大專校院,1148,大漢技術學院,五專,0,,
111,大專校院,1148,大漢技術學院,博士班,0,,
111,大專校院,1148,大漢技術學院,學士班,266,615.0,0.43252
111,大專校院,1148,大漢技術學院,碩士班,27,77.0,0.35065
111,大專校院,1159,和春技術學院,二專,1,7.0,0.14286
111,大專校院,1159,和春技術學院,五專,0,8.0,0.0
111,大專校院,1159,和春技術學院,博士班,0,,
111,大專校院,1159,和春技術學院,學士班,5,54.0,0.09259
111,大專校院,1159,和春技術學院,碩士班,0,,
111,大專校院,1168,南亞技術學院,二專,0,3.0,0.0
111,大專校院,1168,南亞技術學院,五專,5,132.0,0.03788
111,大專校院,1168,南亞技術學院,博士班,0,,
111,大專校院,1168,南亞技術學院,學士班,137,2181.0,0.06282
111,大專校院,1168,南亞技術學院,碩士班,0,4.0,0.0
111,大專校院,1182,蘭陽技術學院,二專,0,,
111,大專校院,1182,蘭陽技術學院,五專,0,,
111,大專校院,1182,蘭陽技術學院,博士班,0,,
111,大專校院,1182,蘭陽技術學院,學士班,0,,
111,大專校院,1182,蘭陽技術學院,碩士班,0,,
111,大專校院,1183,黎明技術學院,二專,0,,
111,大專校院,1183,黎明技術學院,五專,8,353.0,0.02266
111,大專校院,1183,黎明技術學院,博士班,0,,
111,大專校院,1183,黎明技術學院,學士班,229,4708.0,0.04864
111,大專校院,1183,黎明技術學院,碩士班,0,,
111,大專校院,1185,經國管理暨健康學院,二專,9,190.0,0.04737
111,大專校院,1185,經國管理暨健康學院,五專,34,959.0,0.03545
111,大專校院,1185,經國管理暨健康學院,博士班,0,,
111,大專校院,1185,經國管理暨健康學院,學士班,78,2430.0,0.0321
111,大專校院,1185,經國管理暨健康學院,碩士班,2,80.0,0.025
111,大專校院,1188,大同技術學院,二專,8,19.0,0.42105
111,大專校院,1188,大同技術學院,五專,0,46.0,0.0
111,大專校院,1188,大同技術學院,博士班,0,,
111,大專校院,1188,大同技術學院,學士班,23,407.0,0.05651
111,大專校院,1188,大同技術學院,碩士班,0,,
111,大專校院,1195,馬偕醫學院,二專,0,,
111,大專校院,1195,馬偕醫學院,五專,0,,
111,大專校院,1195,馬偕醫學院,博士班,0,10.0,0.0
111,大專校院,1195,馬偕醫學院,學士班,25,758.0,0.03298
111,大專校院,1195,馬偕醫學院,碩士班,2,94.0,0.02128
111,大專校院,1196,法鼓文理學院,二專,0,,
111,大專校院,1196,法鼓文理學院,五專,0,,
111,大專校院,1196,法鼓文理學院,博士班,0,20.0,0.0
111,大專校院,1196,法鼓文理學院,學士班,0,57.0,0.0
111,大專校院,1196,法鼓文理學院,碩士班,1,261.0,0.00383
111,大專校院,1282,馬偕醫護管理專科學校,二專,2,145.0,0.01379
111,大專校院,1282,馬偕醫護管理專科學校,五專,271,3873.0,0.06997
111,大專校院,1282,馬偕醫護管理專科學校,博士班,0,,
111,大專校院,1282,馬偕醫護管理專科學校,學士班,0,,
111,大專校院,1282,馬偕醫護管理專科學校,碩士班,0,,
111,大專校院,1283,仁德醫護管理專科學校,二專,16,374.0,0.04278
111,大專校院,1283,仁德醫護管理專科學校,五專,221,5782.0,0.03822
111,大專校院,1283,仁德醫護管理專科學校,博士班,0,,
111,大專校院,1283,仁德醫護管理專科學校,學士班,0,,
111,大專校院,1283,仁德醫護管理專科學校,碩士班,0,,
111,大專校院,1284,樹人醫護管理專科學校,二專,11,547.0,0.02011
111,大專校院,1284,樹人醫護管理專科學校,五專,242,6727.0,0.03597
111,大專校院,1284,樹人醫護管理專科學校,博士班,0,,
111,大專校院,1284,樹人醫護管理專科學校,學士班,0,,
111,大專校院,1284,樹人醫護管理專科學校,碩士班,0,,
111,大專校院,1285,慈惠醫護管理專科學校,二專,39,287.0,0.13589
111,大專校院,1285,慈惠醫護管理專科學校,五專,327,2461.0,0.13287
111,大專校院,1285,慈惠醫護管理專科學校,博士班,0,,
111,大專校院,1285,慈惠醫護管理專科學校,學士班,0,,
111,大專校院,1285,慈惠醫護管理專科學校,碩士班,0,,
111,大專校院,1286,耕莘健康管理專科學校,二專,3,97.0,0.03093
111,大專校院,1286,耕莘健康管理專科學校,五專,174,4117.0,0.04226
111,大專校院,1286,耕莘健康管理專科學校,博士班,0,,
111,大專校院,1286,耕莘健康管理專科學校,學士班,0,,
111,大專校院,1286,耕莘健康管理專科學校,碩士班,0,,
111,大專校院,1287,敏惠醫護管理專科學校,二專,5,71.0,0.07042
111,大專校院,1287,敏惠醫護管理專科學校,五專,53,3726.0,0.01422
111,大專校院,1287,敏惠醫護管理專科學校,博士班,0,,
111,大專校院,1287,敏惠醫護管理專科學校,學士班,0,,
111,大專校院,1287,敏惠醫護管理專科學校,碩士班,0,,
111,大專校院,1289,育英醫護管理專科學校,二專,0,,
111,大專校院,1289,育英醫護管理專科學校,五專,67,1891.0,0.03543
111,大專校院,1289,育英醫護管理專科學校,博士班,0,,
111,大專校院,1289,育英醫護管理專科學校,學士班,0,,
111,大專校院,1289,育英醫護管理專科學校,碩士班,0,,
111,大專校院,1291,聖母醫護管理專科學校,二專,4,59.0,0.0678
111,大專校院,1291,聖母醫護管理專科學校,五專,205,1577.0,0.12999
111,大專校院,1291,聖母醫護管理專科學校,博士班,0,,
111,大專校院,1291,聖母醫護管理專科學校,學士班,0,,
111,大專校院,1291,聖母醫護管理專科學校,碩士班,0,,
111,大專校院,1292,新生醫護管理專科學校,二專,15,75.0,0.2
111,大專校院,1292,新生醫護管理專科學校,五專,643,5915.0,0.10871
111,大專校院,1292,新生醫護管理專科學校,博士班,0,,
111,大專校院,1292,新生醫護管理專科學校,學士班,0,,
111,大專校院,1292,新生醫護管理專科學校,碩士班,0,,
111,大專校院,1293,崇仁醫護管理專科學校,二專,0,,
111,大專校院,1293,崇仁醫護管理專科學校,五專,45,3051.0,0.01475
111,大專校院,1293,崇仁醫護管理專科學校,博士班,0,,
111,大專校院,1293,崇仁醫護管理專科學校,學士班,0,,
111,大專校院,1293,崇仁醫護管理專科學校,碩士班,0,,
111,空大及進修學校,1A62,美和科技大學附設進修學院,二專,0,,
111,空大及進修學校,1A62,美和科技大學附設進修學院,五專,0,,
111,空大及進修學校,1A62,美和科技大學附設進修學院,博士班,0,,
111,空大及進修學校,1A62,美和科技大學附設進修學院,學士班,0,,
111,空大及進修學校,1A62,美和科技大學附設進修學院,碩士班,0,,
111,空大及進修學校,1A67,崇右影藝科技大學附設進修學院,二專,0,,
111,空大及進修學校,1A67,崇右影藝科技大學附設進修學院,五專,0,,
111,空大及進修學校,1A67,崇右影藝科技大學附設進修學院,博士班,0,,
111,空大及進修學校,1A67,崇右影藝科技大學附設進修學院,學士班,0,,
111,空大及進修學校,1A67,崇右影藝科技大學附設進修學院,碩士班,0,,
111,宗教研修學院,1R02,基督教台灣浸會神學院,二專,0,,
111,宗教研修學院,1R02,基督教台灣浸會神學院,五專,0,,
111,宗教研修學院,1R02,基督教台灣浸會神學院,博士班,0,,
111,宗教研修學院,1R02,基督教台灣浸會神學院,學士班,0,,
111,宗教研修學院,1R02,基督教台灣浸會神學院,碩士班,3,,
111,宗教研修學院,1R03,臺北基督學院,二專,0,,
111,宗教研修學院,1R03,臺北基督學院,五專,0,,
111,宗教研修學院,1R03,臺北基督學院,博士班,0,,
111,宗教研修學院,1R03,臺北基督學院,學士班,10,,
111,宗教研修學院,1R03,臺北基督學院,碩士班,0,,
111,宗教研修學院,1R05,台灣神學研究學院,二專,0,,
111,宗教研修學院,1R05,台灣神學研究學院,五專,0,,
111,宗教研修學院,1R05,台灣神學研究學院,博士班,0,,
111,宗教研修學院,1R05,台灣神學研究學院,學士班,0,,
111,宗教研修學院,1R05,台灣神學研究學院,碩士班,21,,
111,宗教研修學院,1R07,台灣基督長老教會南神神學院,二專,0,,
111,宗教研修學院,1R07,台灣基督長老教會南神神學院,五專,0,,
111,宗教研修學院,1R07,台灣基督長老教會南神神學院,博士班,0,,
111,宗教研修學院,1R07,台灣基督長老教會南神神學院,學士班,0,,
111,宗教研修學院,1R07,台灣基督長老教會南神神學院,碩士班,6,,
111,宗教研修學院,1R08,中華福音神學研究學院,二專,0,,
111,宗教研修學院,1R08,中華福音神學研究學院,五專,0,,
111,宗教研修學院,1R08,中華福音神學研究學院,博士班,0,,
111,宗教研修學院,1R08,中華福音神學研究學院,學士班,0,,
111,宗教研修學院,1R08,中華福音神學研究學院,碩士班,2,,
111,大專校院,3002,臺北市立大學,二專,0,,
